questions,queries,answers
"what are the highest, lowest and average new registrations of electric and hybrid motor cars [ % ]?","SELECT MAX(T1.total_reg_electric_cars::numeric),         MIN(T1.total_reg_electric_cars::numeric), AVG(T1.total_reg_electric_cars::numeric)         FROM total_registrations_electric_hybrid_cars AS T1","[20.0, 0.0, 6.06]"
"what are the highest, lowest and the average new registrations of electric and hybrid automobiles [%]?","SELECT MAX(T1.total_reg_electric_cars::numeric),         MIN(T1.total_reg_electric_cars::numeric), AVG(T1.total_reg_electric_cars::numeric)         FROM total_registrations_electric_hybrid_cars AS T1","[20.0, 0.0, 6.06]"
"what are the highest, lowest, and the average total new registrations of electric and hybrid vehicles [ % ]?","SELECT MAX(T1.total_reg_electric_cars::numeric),         MIN(T1.total_reg_electric_cars::numeric), AVG(T1.total_reg_electric_cars::numeric)         FROM total_registrations_electric_hybrid_cars AS T1","[20.0, 0.0, 6.06]"
"what are the highest, lowest and average total new registrations of electric and hybrid motor cars?","SELECT MAX(T1.total_reg_electric_cars::numeric),         MIN(T1.total_reg_electric_cars::numeric), AVG(T1.total_reg_electric_cars::numeric)         FROM total_registrations_electric_hybrid_cars AS T1","[20.0, 0.0, 6.06]"
"what are the highest, lowest and the average total number of new vehicles for electric and hybrid cars [%]?","SELECT MAX(T1.total_reg_electric_cars::numeric),         MIN(T1.total_reg_electric_cars::numeric), AVG(T1.total_reg_electric_cars::numeric)         FROM total_registrations_electric_hybrid_cars AS T1","[20.0, 0.0, 6.06]"
"what are the highest, lowest and most average total new registrations of electric and hybrid cars [%]?","SELECT MAX(T1.total_reg_electric_cars::numeric),         MIN(T1.total_reg_electric_cars::numeric), AVG(T1.total_reg_electric_cars::numeric)         FROM total_registrations_electric_hybrid_cars AS T1","[20.0, 0.0, 6.06]"
"what are the highest, lowest, and the average total new registrations of electric and hybrid cars [ % ]?","SELECT MAX(T1.total_reg_electric_cars::numeric),         MIN(T1.total_reg_electric_cars::numeric), AVG(T1.total_reg_electric_cars::numeric)         FROM total_registrations_electric_hybrid_cars AS T1","[20.0, 0.0, 6.06]"
"what are the highest, lowest and average new registrations of electric and hybrid cars [% ]?","SELECT MAX(T1.total_reg_electric_cars::numeric),         MIN(T1.total_reg_electric_cars::numeric), AVG(T1.total_reg_electric_cars::numeric)         FROM total_registrations_electric_hybrid_cars AS T1","[20.0, 0.0, 6.06]"
how many municipalities have a year-over-year total of new registrations of electric and hybrid motor vehicles [%] more than 14.3?,"SELECT T1.year, COUNT(*)         FROM total_registrations_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.total_reg_electric_cars::numeric > 14.3 AND T2.type_id = 1         GROUP BY T1.year",4
"how many municipalities have a total new registration of electric and hybrid cars above 14,3 per year?","SELECT T1.year, COUNT(*)         FROM total_registrations_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.total_reg_electric_cars::numeric > 14.3 AND T2.type_id = 1         GROUP BY T1.year",4
how many municipalities have a total number of new registrations of electric and hybrid cars [%] higher than 14.3 per year?,"SELECT T1.year, COUNT(*)         FROM total_registrations_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.total_reg_electric_cars::numeric > 14.3 AND T2.type_id = 1         GROUP BY T1.year",4
how many municipalities have a total number of new registrations of electric and hybrid motor vehicles [%] higher than 14.3 per year?,"SELECT T1.year, COUNT(*)         FROM total_registrations_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.total_reg_electric_cars::numeric > 14.3 AND T2.type_id = 1         GROUP BY T1.year",4
how many municipalities have a total of 15 per year that exceeds the annual registrations of electric and hybrid vehicles?,"SELECT T1.year, COUNT(*)         FROM total_registrations_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.total_reg_electric_cars::numeric > 14.3 AND T2.type_id = 1         GROUP BY T1.year",4
how many municipalities have a total new registration of electric and hybrid motor vehicles [%] of that higher than 14.3 per year?,"SELECT T1.year, COUNT(*)         FROM total_registrations_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.total_reg_electric_cars::numeric > 14.3 AND T2.type_id = 1         GROUP BY T1.year",4
how many municipalities have a new total number of electric and hybrid motor vehicles for each year [%] more than 14.3?,"SELECT T1.year, COUNT(*)         FROM total_registrations_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.total_reg_electric_cars::numeric > 14.3 AND T2.type_id = 1         GROUP BY T1.year",4
how high is the total total number of new registrations of electric and hybrid motor cars in 2017 in the canton zurich?,SELECT T1.total_reg_electric_cars FROM total_registrations_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2017,6.2
how high is total total new registration of electric and hybrid cars in the canton zurich in the year 2017?,SELECT T1.total_reg_electric_cars FROM total_registrations_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2017,6.2
how high are the total total number of electric and hybrid cars that were registered in the canton of zurich in 2017?,SELECT T1.total_reg_electric_cars FROM total_registrations_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2017,6.2
how high is the total number of new electric and hybrid cars in 2017 in the canton of zurich?,SELECT T1.total_reg_electric_cars FROM total_registrations_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2017,6.2
how high is the total number of new electric and hybrid cars [%] in the canton of zurich in 2017?,SELECT T1.total_reg_electric_cars FROM total_registrations_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2017,6.2
how high are the total new vehicles registered of electric and hybrid cars in the canton of zurich in 2017?,SELECT T1.total_reg_electric_cars FROM total_registrations_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2017,6.2
the total number of new electric and hybrid car registrations [%] is in 2017 in the canton of zurich?,SELECT T1.total_reg_electric_cars FROM total_registrations_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2017,6.2
how high is the total number of new automobile registrations of electric and hybrid vehicles [%] in the canton zurich in 2017?,SELECT T1.total_reg_electric_cars FROM total_registrations_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2017,6.2
which region had the lowest total number of new electric and hybrid vehicles in 2017?,SELECT T2.name         FROM total_registrations_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 4 AND T1.year = 2017         ORDER BY T1.total_reg_electric_cars         LIMIT 1,4.5
which region had the lowest total of new registrations of electric and hybrid cars in 2017?,SELECT T2.name         FROM total_registrations_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 4 AND T1.year = 2017         ORDER BY T1.total_reg_electric_cars         LIMIT 1,4.5
which region had the lowest new registration of electric and hybrid vehicles in 2017 (% )?,SELECT T2.name         FROM total_registrations_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 4 AND T1.year = 2017         ORDER BY T1.total_reg_electric_cars         LIMIT 1,4.5
which region had the lowest total new registrations of electric and hybrid cars in 2017?,SELECT T2.name         FROM total_registrations_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 4 AND T1.year = 2017         ORDER BY T1.total_reg_electric_cars         LIMIT 1,4.5
which region had the lowest total new registrations of electric and hybrid cars [%] in 2017?,SELECT T2.name         FROM total_registrations_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 4 AND T1.year = 2017         ORDER BY T1.total_reg_electric_cars         LIMIT 1,4.5
which region had the lowest total new registrations of electric and hybrid vehicles [%] in 2017?,SELECT T2.name         FROM total_registrations_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 4 AND T1.year = 2017         ORDER BY T1.total_reg_electric_cars         LIMIT 1,4.5
which region has had the lowest total new registrations of electric and hybrid cars in 2017 [%]?,SELECT T2.name         FROM total_registrations_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 4 AND T1.year = 2017         ORDER BY T1.total_reg_electric_cars         LIMIT 1,4.5
how high is the total number of electric and hybrid cars in baeretswil in 2016?,SELECT T1.total_electric_cars         FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Baeretswil' AND T1.year = 2016,1.7
how high is the total of electric and hybrid cars [%] in baeretswil for 2016?,SELECT T1.total_electric_cars         FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Baeretswil' AND T1.year = 2016,1.7
how high is the total stock of electric and hybrid cars in baeretswil in 2016?,SELECT T1.total_electric_cars         FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Baeretswil' AND T1.year = 2016,1.7
how high is the total stock of electric and hybrid vehicles in baeretswil in the year 2016?,SELECT T1.total_electric_cars         FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Baeretswil' AND T1.year = 2016,1.7
"in 2016, how high is the total number of electric and hybrid cars in baeretswil?",SELECT T1.total_electric_cars         FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Baeretswil' AND T1.year = 2016,1.7
"in the year 2016, how high the total power plant and hybrid cars stock is in baeretswil?",SELECT T1.total_electric_cars         FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Baeretswil' AND T1.year = 2016,1.7
how much is the total electric and hybrid car stock in the year 2016 in baeretswil?,SELECT T1.total_electric_cars         FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Baeretswil' AND T1.year = 2016,1.7
how high is the total amount of electric and hybrid motor cars in baeretswil in the year 2016?,SELECT T1.total_electric_cars         FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Baeretswil' AND T1.year = 2016,1.7
which municipality has the highest total number of electric and hybrid vehicles?,SELECT T2.name         FROM spatialunit AS T2         JOIN total_electric_hybrid_cars AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.total_electric_cars DESC LIMIT 1,9.3
which municipality has the highest total of electric and hybrid cars (%]?,SELECT T2.name         FROM spatialunit AS T2         JOIN total_electric_hybrid_cars AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.total_electric_cars DESC LIMIT 1,9.3
which municipality has the highest annual stock of electric and hybrid cars [%]?,SELECT T2.name         FROM spatialunit AS T2         JOIN total_electric_hybrid_cars AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.total_electric_cars DESC LIMIT 1,9.3
which municipality has the highest number of electric and hybrid vehicles [%]?,SELECT T2.name         FROM spatialunit AS T2         JOIN total_electric_hybrid_cars AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.total_electric_cars DESC LIMIT 1,9.3
which municipality has the highest [%] of the power and hybrid car stock?,SELECT T2.name         FROM spatialunit AS T2         JOIN total_electric_hybrid_cars AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.total_electric_cars DESC LIMIT 1,9.3
which municipality has the highest number of electric and hybrid vehicles available [%]?,SELECT T2.name         FROM spatialunit AS T2         JOIN total_electric_hybrid_cars AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.total_electric_cars DESC LIMIT 1,9.3
which municipality has the highest total of electric and hybrid vehicles (%])?,SELECT T2.name         FROM spatialunit AS T2         JOIN total_electric_hybrid_cars AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.total_electric_cars DESC LIMIT 1,9.3
which municipality has the minimum percent of the electric and hybrid motor cars?,SELECT T2.name         FROM spatialunit AS T2         JOIN total_electric_hybrid_cars AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.total_electric_cars ASC LIMIT 1,0.3
which municipality has a minimum total amount of electric and hybrid - vehicles?,SELECT T2.name         FROM spatialunit AS T2         JOIN total_electric_hybrid_cars AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.total_electric_cars ASC LIMIT 1,0.3
which municipality has the minimum total of electric and hybrid cars stock [%]?,SELECT T2.name         FROM spatialunit AS T2         JOIN total_electric_hybrid_cars AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.total_electric_cars ASC LIMIT 1,0.3
which municipality has the minimum amount of electric and hybrid cars available [%]?,SELECT T2.name         FROM spatialunit AS T2         JOIN total_electric_hybrid_cars AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.total_electric_cars ASC LIMIT 1,0.3
which municipality has the lowest number of electric and hybrid vehicles ''?,SELECT T2.name         FROM spatialunit AS T2         JOIN total_electric_hybrid_cars AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.total_electric_cars ASC LIMIT 1,0.3
which municipality has the minimum stock of electric and hybrid cars [%]?,SELECT T2.name         FROM spatialunit AS T2         JOIN total_electric_hybrid_cars AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.total_electric_cars ASC LIMIT 1,0.3
which municipality has the minimum amount of electric and hybrid car stock [%]?,SELECT T2.name         FROM spatialunit AS T2         JOIN total_electric_hybrid_cars AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.total_electric_cars ASC LIMIT 1,0.3
which municipality has the minimum amount of electric and hybrid cars?,SELECT T2.name         FROM spatialunit AS T2         JOIN total_electric_hybrid_cars AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.total_electric_cars ASC LIMIT 1,0.3
"what are the highest, lowest and average number of electric and hybrid car stocks [%]?","SELECT MAX(T1.total_electric_cars::numeric),         MIN(T1.total_electric_cars::numeric), AVG(T1.total_electric_cars::numeric)         FROM total_electric_hybrid_cars AS T1","[9.3, 0.3, 1.85]"
"what are the highest, lowest and average total electric and hybrid cars stock [%]?","SELECT MAX(T1.total_electric_cars::numeric),         MIN(T1.total_electric_cars::numeric), AVG(T1.total_electric_cars::numeric)         FROM total_electric_hybrid_cars AS T1","[9.3, 0.3, 1.85]"
"what are the highest, lowest and average of electric and hybrid cars available?","SELECT MAX(T1.total_electric_cars::numeric),         MIN(T1.total_electric_cars::numeric), AVG(T1.total_electric_cars::numeric)         FROM total_electric_hybrid_cars AS T1","[9.3, 0.3, 1.85]"
"what are the highest, lowest and the average total of electric and hybrid cars in stock [%]?","SELECT MAX(T1.total_electric_cars::numeric),         MIN(T1.total_electric_cars::numeric), AVG(T1.total_electric_cars::numeric)         FROM total_electric_hybrid_cars AS T1","[9.3, 0.3, 1.85]"
"what are the highest, lowest and average total numbers of electric and hybrid cars (%)?","SELECT MAX(T1.total_electric_cars::numeric),         MIN(T1.total_electric_cars::numeric), AVG(T1.total_electric_cars::numeric)         FROM total_electric_hybrid_cars AS T1","[9.3, 0.3, 1.85]"
"what are the highest, lowest and average total of electric and hybrid motor vehicle stocks [%]?","SELECT MAX(T1.total_electric_cars::numeric),         MIN(T1.total_electric_cars::numeric), AVG(T1.total_electric_cars::numeric)         FROM total_electric_hybrid_cars AS T1","[9.3, 0.3, 1.85]"
"what are the highest, lowest and the average total of electric and hybrid car stock [%]?","SELECT MAX(T1.total_electric_cars::numeric),         MIN(T1.total_electric_cars::numeric), AVG(T1.total_electric_cars::numeric)         FROM total_electric_hybrid_cars AS T1","[9.3, 0.3, 1.85]"
"which are the highest, lowest and average annual volume of electric and hybrid automobiles (%)?","SELECT MAX(T1.total_electric_cars::numeric),         MIN(T1.total_electric_cars::numeric), AVG(T1.total_electric_cars::numeric)         FROM total_electric_hybrid_cars AS T1","[9.3, 0.3, 1.85]"
how many cities have a total stock of electric and hybrid cars [%] higher than 1.7 per year?,"SELECT T1.year, COUNT(*)         FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.total_electric_cars::numeric > 1.7 AND T2.type_id = 1         GROUP BY T1.year",88
"how many municipalities have a total amount of electric and hybrid cars, more than 1.7 per year?","SELECT T1.year, COUNT(*)         FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.total_electric_cars::numeric > 1.7 AND T2.type_id = 1         GROUP BY T1.year",88
how many municipalities have a total of electric and hybrid motor vehicles stock [%] higher than 1.7 per year?,"SELECT T1.year, COUNT(*)         FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.total_electric_cars::numeric > 1.7 AND T2.type_id = 1         GROUP BY T1.year",88
how many municipalities have a total stock of electric and hybrid cars over 1.7 per year?,"SELECT T1.year, COUNT(*)         FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.total_electric_cars::numeric > 1.7 AND T2.type_id = 1         GROUP BY T1.year",88
how many municipalities have a total of electric and hybrid automobile stock per year more than 1.7?,"SELECT T1.year, COUNT(*)         FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.total_electric_cars::numeric > 1.7 AND T2.type_id = 1         GROUP BY T1.year",88
how many municipalities have a total of 1.7 million electric and hybrid vehicles per year?,"SELECT T1.year, COUNT(*)         FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.total_electric_cars::numeric > 1.7 AND T2.type_id = 1         GROUP BY T1.year",88
how many municipalities have an electric and hybrid car stock [%] more than 1.7 per year?,"SELECT T1.year, COUNT(*)         FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.total_electric_cars::numeric > 1.7 AND T2.type_id = 1         GROUP BY T1.year",88
how many municipalities have a total of greater than 1.7 per year of electric and hybrid motor vehicles?,"SELECT T1.year, COUNT(*)         FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.total_electric_cars::numeric > 1.7 AND T2.type_id = 1         GROUP BY T1.year",88
how high is the total stock of electric and hybrid cars [%] in the canton of zurich in 2016?,SELECT T1.total_electric_cars FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2016,2.0
how high is the total of all electric and hybrid motor cars in the canton zurich in 2016?,SELECT T1.total_electric_cars FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2016,2.0
how high is the total number of electric and hybrid automobiles available in the canton of zurich in 2016?,SELECT T1.total_electric_cars FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2016,2.0
how much is the total total of electric and hybrid car stock [%] in the canton of zurich in 2016?,SELECT T1.total_electric_cars FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2016,2.0
how high is the total of electric and hybrid vehicle stocks in the canton of zurich in the year 2016?,SELECT T1.total_electric_cars FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2016,2.0
how high is the total amount of electric and hybrid cars in the canton of zurich in 2016?,SELECT T1.total_electric_cars FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2016,2.0
how high is the total mass of electric and hybrid cars in the canton of zurich in 2016?,SELECT T1.total_electric_cars FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2016,2.0
how much is the total (%) total of electric and hybrid automobiles at canton zurich in the year 2016?,SELECT T1.total_electric_cars FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2016,2.0
which region had the lowest total of electric and hybrid cars for the year 2016?,SELECT T2.name         FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 4 AND T1.year = 2016         ORDER BY T1.total_electric_cars         LIMIT 1,1.6
which region had the lowest amount of electric and hybrid cars in 2016?,SELECT T2.name         FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 4 AND T1.year = 2016         ORDER BY T1.total_electric_cars         LIMIT 1,1.6
which region had the lowest total stock of electric and hybrid automobiles in 2016?,SELECT T2.name         FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 4 AND T1.year = 2016         ORDER BY T1.total_electric_cars         LIMIT 1,1.6
which region had the lowest total of electric and hybrid vehicles in 2016 [%]?,SELECT T2.name         FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 4 AND T1.year = 2016         ORDER BY T1.total_electric_cars         LIMIT 1,1.6
which region had the lowest total of electric and hybrid cars [%] in the year 2016?,SELECT T2.name         FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 4 AND T1.year = 2016         ORDER BY T1.total_electric_cars         LIMIT 1,1.6
which region had the lowest production of electric and hybrid cars in 2016?,SELECT T2.name         FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 4 AND T1.year = 2016         ORDER BY T1.total_electric_cars         LIMIT 1,1.6
which region had the lowest number of electric and hybrid motor vehicles in 2016?,SELECT T2.name         FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 4 AND T1.year = 2016         ORDER BY T1.total_electric_cars         LIMIT 1,1.6
which region had the lowest total of electric and hybrid car stocks in the year 2016?,SELECT T2.name         FROM total_electric_hybrid_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 4 AND T1.year = 2016         ORDER BY T1.total_electric_cars         LIMIT 1,1.6
how high are the charging stations of electronic cars per 1000 inhabitants [no.] in bruetten in the year 2021?,SELECT T1.charging_stations_per_inh         FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Bruetten' AND T1.year = 2021,0.383288616328095
in 2021 how much is the charging stations of electronic cars in bruetten per 1000 inhabitants [no.]?,SELECT T1.charging_stations_per_inh         FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Bruetten' AND T1.year = 2021,0.383288616328095
"in the year 2021, how much the charging stations of electronic cars are per 1000 inhabitants in bruetten?",SELECT T1.charging_stations_per_inh         FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Bruetten' AND T1.year = 2021,0.383288616328095
"in 2021, how high are the charging stations of electronic cars per 1000 inhabitants in bruetten?",SELECT T1.charging_stations_per_inh         FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Bruetten' AND T1.year = 2021,0.383288616328095
how high are the charging stations of electronic cars per 1000 inhabitants in bruetten in 2021?,SELECT T1.charging_stations_per_inh         FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Bruetten' AND T1.year = 2021,0.383288616328095
how high are the charging stations of electronic cars in bruetten for 1000 inhabitants in the year 2021?,SELECT T1.charging_stations_per_inh         FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Bruetten' AND T1.year = 2021,0.383288616328095
how high is the charging stations of electronic cars per 1000 inhabitants [no.] in 2021 in bruetten?,SELECT T1.charging_stations_per_inh         FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Bruetten' AND T1.year = 2021,0.383288616328095
how high are the charging stations of electronic cars per 1000 inhabitants [no.] in 2021 in bruetten?,SELECT T1.charging_stations_per_inh         FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Bruetten' AND T1.year = 2021,0.383288616328095
which municipality has the highest charging stations of electronic cars per 1000 inhabitants?,SELECT T2.name         FROM spatialunit AS T2         JOIN charging_stations_electric_cars_per_inh AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.charging_stations_per_inh DESC LIMIT 1,6.74157303370787
which township has the highest charging stations of electronic cars per 1000 inhabitants [no.]?,SELECT T2.name         FROM spatialunit AS T2         JOIN charging_stations_electric_cars_per_inh AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.charging_stations_per_inh DESC LIMIT 1,6.74157303370787
which municipality has the highest charging stations of electronic cars per 1000 inhabitants [no.,SELECT T2.name         FROM spatialunit AS T2         JOIN charging_stations_electric_cars_per_inh AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.charging_stations_per_inh DESC LIMIT 1,6.74157303370787
