Kategorie,Sparte,Nachgefragt,Beschluss,Status,Eingangsdatum,Beschlussdatum,ID
Kulturschaffende,Musik,9500,6800,Ausbezahlt,2020-05-19,2020-10-21,751b0c59
Kulturschaffende,Musik,1300,0,Ausbezahlt,2020-05-19,2020-10-21,6d5bba1d
Kulturschaffende,Bildende Kunst,1900,NA,Ablehnung,2020-05-19,2020-08-18,4e16a7fc
Kulturschaffende,Musik,183000,46300,Ausbezahlt,2020-05-19,2020-10-27,a492e2dd
Kulturunternehmen gewinnorientiert,Musik,1700,NA,Ablehnung,2020-05-19,2020-10-28,4b884e83
Kulturunternehmen gewinnorientiert,Musik,103000,133200,Ausbezahlt,2020-05-19,2020-12-15,8acb55c2
Kulturunternehmen gewinnorientiert,Musik,637100,0,Ausbezahlt,2020-05-19,2020-12-15,8acb55c2
Kulturschaffende,Bildende Kunst,16600,6900,Ausbezahlt,2020-05-19,2020-11-25,4df32cc4
Kulturschaffende,Film,14300,2400,Ausbezahlt,2020-05-19,2020-11-25,4560ab4e
Kulturunternehmen gewinnorientiert,Bereichsübergreifend,14200,8700,Ausbezahlt,2020-05-19,2020-11-25,f7854735
Kulturunternehmen gewinnorientiert,Musik,93700,0,Ausbezahlt,2020-05-19,2020-12-15,8acb55c2
Kulturschaffende,Bildende Kunst,2500,0,Ausbezahlt,2020-05-19,2020-12-15,2e79ce13
Kulturunternehmen gewinnorientiert,Musik,90500,0,Ausbezahlt,2020-05-19,2020-12-15,8acb55c2
Kulturschaffende,Musik,22000,NA,Ablehnung,2020-05-19,2020-09-22,40f8cfd4
Kulturunternehmen gewinnorientiert,Musik,104600,0,Ausbezahlt,2020-05-19,2020-12-15,8acb55c2
Kulturunternehmen gewinnorientiert,Musik,947200,409300,Ausbezahlt,2020-05-19,2020-11-03,f879756c
Kulturschaffende,Tanz/Theater,21000,11200,Ausbezahlt,2020-05-19,2020-10-21,53ef672e
Kulturunternehmen gemeinnützig,Bereichsübergreifend,73900,7700,Ausbezahlt,2020-05-19,2020-10-27,4bbf7697
Kulturschaffende,Bereichsübergreifend,39700,3700,Ausbezahlt,2020-05-19,2020-10-21,97e0f827
Kulturunternehmen gemeinnützig,Musik,34900,4400,Ausbezahlt,2020-05-19,2020-10-26,806dc9fc
Kulturschaffende,Musik,2100,1300,Ausbezahlt,2020-05-19,2020-10-15,bbe70dd0
Kulturunternehmen gemeinnützig,Tanz/Theater,122500,25000,Ausbezahlt,2020-05-19,2020-09-22,702ed51e
Kulturunternehmen gemeinnützig,Bereichsübergreifend,109100,38100,Ausbezahlt,2020-05-19,2020-12-08,af301ce1
Kulturunternehmen gewinnorientiert,Musik,34400,NA,Ablehnung,2020-05-19,2020-09-17,fc90d49a
Kulturschaffende,Musik,0,6300,Ausbezahlt,2020-05-19,2020-11-04,5b21ee0b
Kulturschaffende,Tanz/Theater,1200,NA,Ablehnung,2020-05-19,2020-09-03,a7563fc6
Kulturschaffende,Musik,21300,0,Ausbezahlt,2020-05-19,2020-11-04,aeb02733
Kulturunternehmen gemeinnützig,Tanz/Theater,20700,21500,Ausbezahlt,2020-05-19,2020-10-26,47563260
Kulturunternehmen gemeinnützig,Musik,11700,20000,Ausbezahlt,2020-05-19,2020-11-04,796d8930
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,135000,104400,Ausbezahlt,2020-05-19,2020-10-26,e12aa28d
Kulturschaffende,Musik,1100,900,Ausbezahlt,2020-05-19,2020-10-27,40c25370
Kulturschaffende,Musik,3800,4400,Ausbezahlt,2020-05-19,2020-10-27,ace32d2e
Kulturunternehmen gewinnorientiert,Film,213000,241800,Ausbezahlt,2020-05-19,2020-11-09,d274730c
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,157200,0,Ausbezahlt,2020-05-19,2020-09-03,4eed32c1
Kulturschaffende,Musik,4000,1600,Ausbezahlt,2020-05-19,2020-10-21,fb3c4c81
Kulturunternehmen gewinnorientiert,Film,20800,15200,Ausbezahlt,2020-05-19,2020-11-25,3f15a017
Kulturunternehmen gewinnorientiert,Bereichsübergreifend,162900,34700,Ausbezahlt,2020-05-19,2020-11-12,306dcc72
Kulturschaffende,Tanz/Theater,8700,0,Ausbezahlt,2020-05-19,2020-10-27,32d9ac5f
Kulturschaffende,Musik,4400,1200,Ausbezahlt,2020-05-19,2020-10-21,1cfcbe42
Kulturschaffende,Musik,7600,4600,Ausbezahlt,2020-05-19,2020-10-15,bd205783
Kulturunternehmen gemeinnützig,Tanz/Theater,27300,11500,Ausbezahlt,2020-05-19,2020-11-17,42c9c94e
Kulturschaffende,Musik,4800,3500,Ausbezahlt,2020-05-19,2020-10-15,0c46fd55
Kulturschaffende,Musik,4000,NA,Ablehnung,2020-05-19,2020-09-17,409613fc
Kulturschaffende,Bereichsübergreifend,7900,0,Ausbezahlt,2020-05-19,2020-10-15,c3cd7c0a
Kulturschaffende,Bereichsübergreifend,37300,23700,Ausbezahlt,2020-05-19,2020-10-15,903e0074
Kulturschaffende,Musik,15300,12000,Ausbezahlt,2020-05-19,2020-10-15,96978b9e
Kulturunternehmen gemeinnützig,Bereichsübergreifend,27200,20400,Ausbezahlt,2020-05-19,2020-11-25,4a2982f9
Kulturschaffende,Musik,1600,1500,Ausbezahlt,2020-05-18,2020-10-15,4eaec685
Kulturschaffende,Musik,13500,6700,Ausbezahlt,2020-05-18,2020-10-15,78f863e1
Kulturschaffende,Musik,800,600,Ausbezahlt,2020-05-18,2020-10-15,d9674a76
Kulturschaffende,Musik,22500,15100,Ausbezahlt,2020-05-18,2020-09-17,95ae2d8e
Kulturschaffende,Musik,12400,7000,Ausbezahlt,2020-05-18,2020-10-15,22879439
Kulturschaffende,Musik,3100,2500,Ausbezahlt,2020-05-18,2020-10-15,a796461d
Kulturschaffende,Tanz/Theater,14400,0,Ausbezahlt,2020-05-18,2020-10-15,2896cf26
Kulturschaffende,Musik,6500,NA,Ablehnung,2020-05-18,2020-07-23,244617c1
Kulturunternehmen gewinnorientiert,Tanz/Theater,18900,5300,Ausbezahlt,2020-05-18,2020-10-27,b1f34725
Kulturunternehmen gewinnorientiert,Musik,76400,8700,Ausbezahlt,2020-05-18,2020-10-15,cf642dcf
Kulturunternehmen gemeinnützig,Bereichsübergreifend,23600,19400,Ausbezahlt,2020-05-18,2020-10-21,8bd6515f
Kulturschaffende,Musik,3200,0,Ausbezahlt,2020-05-18,2020-09-21,a27f636b
Kulturschaffende,Musik,19300,9500,Ausbezahlt,2020-05-18,2020-10-21,9d360fe1
Kulturschaffende,Tanz/Theater,9700,3000,Ausbezahlt,2020-05-18,2020-10-15,3b422b69
Kulturschaffende,Tanz/Theater,5200,500,Ausbezahlt,2020-05-18,2020-09-21,115ab3e6
Kulturunternehmen gemeinnützig,Tanz/Theater,66900,NA,Ablehnung,2020-05-18,2020-07-10,25c2fc71
Kulturunternehmen gewinnorientiert,Film,9500,27300,Ausbezahlt,2020-05-18,2020-12-02,399281bf
Kulturschaffende,Literatur,7100,300,Ausbezahlt,2020-05-18,2020-10-15,9248e997
Kulturschaffende,Musik,21400,12000,Ausbezahlt,2020-05-18,2020-10-15,2852df5c
Kulturschaffende,Musik,0,0,Ausbezahlt,2020-05-18,2020-09-21,a27f636b
Kulturschaffende,Musik,8000,3100,Ausbezahlt,2020-05-18,2020-09-17,b8824eea
Kulturunternehmen gewinnorientiert,Musik,420800,16200,Ausbezahlt,2020-05-18,2020-09-03,0240ce8d
Kulturschaffende,Film,35000,8200,Ausbezahlt,2020-05-18,2020-10-08,30635586
Kulturunternehmen gewinnorientiert,Literatur,2900,NA,Ablehnung,2020-05-21,2020-09-03,355c6928
Kulturunternehmen gemeinnützig,Tanz/Theater,11500,6600,Ausbezahlt,2020-05-18,2020-10-21,af3b6e4d
Kulturschaffende,Musik,44800,20600,Ausbezahlt,2020-05-18,2020-10-08,6f2327e0
Kulturschaffende,Musik,9300,NA,Ablehnung,2020-05-26,2020-12-02,c95acf2e
Kulturunternehmen gewinnorientiert,Film,158500,126100,Ausbezahlt,2020-05-20,2020-09-29,4fdbe8ea
Kulturschaffende,Musik,2100,0,Ausbezahlt,2020-05-20,2020-11-03,d2c642a1
Kulturunternehmen gewinnorientiert,Musik,75600,52800,Ausbezahlt,2020-05-20,2020-12-02,748e7289
Kulturunternehmen gewinnorientiert,Musik,239900,108200,Ausbezahlt,2020-05-20,2020-11-03,0dc89535
Kulturunternehmen gewinnorientiert,Musik,1350200,980400,Ausbezahlt,2020-05-20,2020-11-03,8dcf54d4
Kulturunternehmen gewinnorientiert,Musik,1247400,1018500,Ausbezahlt,2020-05-20,2020-11-04,bdbf06d6
Kulturunternehmen gewinnorientiert,Musik,44900,0,Ausbezahlt,2020-05-20,2020-12-02,8487fd0e
Kulturunternehmen gewinnorientiert,Musik,129900,54800,Ausbezahlt,2020-05-19,2020-10-27,fb35d6fb
Kulturschaffende,Musik,600,500,Ausbezahlt,2020-05-20,2020-09-22,28ea2444
Kulturschaffende,Bildende Kunst,19600,NA,Ablehnung,2020-05-19,2020-09-22,81aef5e5
Kulturschaffende,Musik,89900,12000,Ausbezahlt,2020-05-20,2020-10-21,1746aa1a
Kulturschaffende,Musik,4400,2100,Ausbezahlt,2020-05-18,2020-10-08,cf679491
Kulturschaffende,Tanz/Theater,11300,NA,Ablehnung,2020-05-18,2020-09-03,349960b8
Kulturschaffende,Musik,17100,13200,Ausbezahlt,2020-05-18,2020-10-08,afa815d3
Kulturschaffende,Musik,8500,5500,Ausbezahlt,2020-05-18,2020-10-08,13d108b9
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,187900,112500,Ausbezahlt,2020-05-18,2020-09-03,fa476510
Kulturschaffende,Musik,13800,3500,Ausbezahlt,2020-05-18,2020-10-21,af09b1f5
Kulturschaffende,Musik,15300,9300,Ausbezahlt,2020-05-18,2020-10-08,8e284e39
Kulturunternehmen gemeinnützig,Bereichsübergreifend,11400,9500,Ausbezahlt,2020-05-18,2020-10-15,9c733b0b
Kulturschaffende,Musik,5200,5000,Ausbezahlt,2020-05-18,2020-10-15,ac2299f1
Kulturschaffende,Bildende Kunst,21200,NA,Ablehnung,2020-05-18,2020-08-18,508f467b
Kulturschaffende,Musik,2800,0,Ausbezahlt,2020-05-18,2020-10-15,385de8e1
Kulturunternehmen gewinnorientiert,Musik,30000,11200,Ausbezahlt,2020-05-18,2020-10-08,86b81d46
Kulturschaffende,Musik,10200,0,Ausbezahlt,2020-05-17,2020-10-20,5e5e506a
Kulturschaffende,Musik,6500,0,Ausbezahlt,2020-05-17,2020-11-09,8279d46a
Kulturschaffende,Musik,8300,5200,Ausbezahlt,2020-05-17,2020-10-08,7e95388a
Kulturschaffende,Musik,7500,4100,Ausbezahlt,2020-05-17,2020-09-21,89f033e8
Kulturschaffende,Musik,10900,4900,Ausbezahlt,2020-05-17,2020-10-15,78add08d
Kulturschaffende,Musik,6000,4200,Ausbezahlt,2020-05-17,2020-10-08,b7a8630c
Kulturunternehmen gewinnorientiert,Film,233800,282300,Ausbezahlt,2020-05-17,2020-12-08,23d27f6b
Kulturschaffende,Musik,1400,800,Ausbezahlt,2020-05-17,2020-10-08,4a2e2943
Kulturschaffende,Musik,9000,5800,Ausbezahlt,2020-05-17,2020-10-08,2a07ae9e
Kulturschaffende,Musik,7900,5600,Ausbezahlt,2020-05-17,2020-10-08,b9853e15
Kulturschaffende,Tanz/Theater,7800,23000,Ausbezahlt,2020-05-17,2020-10-15,b9adf052
Kulturschaffende,Musik,7900,5500,Ausbezahlt,2020-05-17,2020-10-08,ca1ab05a
Kulturschaffende,Musik,3400,3300,Ausbezahlt,2020-05-17,2020-10-08,ede0d4c9
Kulturschaffende,Musik,10000,1700,Ausbezahlt,2020-05-17,2020-10-08,f4ac2d5b
Kulturschaffende,Tanz/Theater,11400,9200,Ausbezahlt,2020-05-17,2020-10-08,efe0542f
Kulturunternehmen gemeinnützig,Kino,7900,0,Ausbezahlt,2020-05-17,2020-10-20,3d8814f9
Kulturschaffende,Musik,6400,2700,Ausbezahlt,2020-05-17,2020-10-20,d9bd753a
Kulturschaffende,Bereichsübergreifend,9300,5200,Ausbezahlt,2020-05-17,2020-10-20,db2daaf4
Kulturschaffende,Musik,6200,0,Ausbezahlt,2020-05-16,2020-10-08,91c90c29
Kulturschaffende,Musik,2400,1700,Ausbezahlt,2020-05-17,2020-10-20,7d021dc1
Kulturschaffende,Musik,32100,2600,Ausbezahlt,2020-05-16,2020-10-20,dd215f75
Kulturschaffende,Musik,6500,1900,Ausbezahlt,2020-05-16,2020-10-14,c1a46a14
Kulturunternehmen gemeinnützig,Tanz/Theater,200500,NA,Ablehnung,2020-05-16,2020-07-10,57c678af
Kulturschaffende,Musik,5600,2500,Ausbezahlt,2020-05-16,2020-10-08,0121b8bc
Kulturschaffende,Bereichsübergreifend,6400,600,Ausbezahlt,2020-05-16,2020-12-02,8f54e794
Kulturschaffende,Musik,3000,900,Ausbezahlt,2020-05-16,2020-10-15,56818561
Kulturschaffende,Bildende Kunst,8600,NA,Ablehnung,2020-05-16,2020-10-08,f315841b
Kulturunternehmen gemeinnützig,Kino,35700,17700,Ausbezahlt,2020-05-16,2020-09-03,75bad984
Kulturschaffende,Musik,15400,11300,Ausbezahlt,2020-05-15,2020-09-22,aec62d3c
Kulturschaffende,Musik,5500,1000,Ausbezahlt,2020-05-16,2020-09-29,a16eb877
Kulturunternehmen gemeinnützig,Bereichsübergreifend,112700,NA,Ablehnung,2020-05-16,2020-10-08,f72fd3cd
Kulturschaffende,Musik,3600,0,Ausbezahlt,2020-05-16,2020-10-08,87a35e2c
Kulturschaffende,Musik,4000,0,Ausbezahlt,2020-05-16,2020-10-20,b6d4583d
Kulturschaffende,Musik,4900,2600,Ausbezahlt,2020-05-16,2020-10-15,3874a17f
Kulturschaffende,Musik,31300,19700,Ausbezahlt,2020-05-15,2020-10-08,bae2fed8
Kulturschaffende,Musik,2600,800,Ausbezahlt,2020-05-15,2020-12-08,1e78d734
Kulturschaffende,Musik,3600,0,Ausbezahlt,2020-05-15,2020-10-08,2dcdb689
Kulturschaffende,Musik,1400,200,Ausbezahlt,2020-05-15,2020-07-10,77bddb0e
Kulturunternehmen gemeinnützig,Museen,4300,3400,Ausbezahlt,2020-05-15,2020-10-20,8d236a46
Kulturschaffende,Musik,8300,1500,Ausbezahlt,2020-05-15,2020-10-08,a378fafb
Kulturschaffende,Musik,22400,13300,Ausbezahlt,2020-05-15,2020-10-08,2582c4a8
Kulturunternehmen gewinnorientiert,Musik,191500,152500,Ausbezahlt,2020-05-15,2020-09-22,11aa19b7
Kulturschaffende,Bildende Kunst,5600,0,Ausbezahlt,2020-05-15,2020-09-29,b19825e6
Kulturunternehmen gemeinnützig,Bereichsübergreifend,6300,NA,Ablehnung,2020-05-15,2020-07-10,d9b6d9de
Kulturschaffende,Film,28200,14000,Ausbezahlt,2020-05-15,2020-09-29,bc150f51
Kulturschaffende,Musik,5000,2500,Ausbezahlt,2020-05-15,2020-09-29,db0a73ac
Kulturunternehmen gewinnorientiert,Museen,44900,13700,Ausbezahlt,2020-05-15,2020-10-27,6ed5e616
Kulturschaffende,Musik,2200,0,Ausbezahlt,2020-05-15,2020-09-29,b92b0873
Kulturschaffende,Bildende Kunst,39300,NA,Ablehnung,2020-05-15,2020-08-18,41bbad9e
Kulturschaffende,Musik,19000,14200,Ausbezahlt,2020-05-15,2020-09-29,4c65c459
Kulturschaffende,Musik,3300,0,Ausbezahlt,2020-05-15,2020-10-20,2357aa43
Kulturunternehmen gemeinnützig,Tanz/Theater,29100,29200,Ausbezahlt,2020-05-15,2020-11-17,b1ba5a8a
Kulturunternehmen gewinnorientiert,Film,149700,125500,Ausbezahlt,2020-05-15,2020-09-03,1d2aa399
Kulturunternehmen gemeinnützig,Museen,23000,NA,Ablehnung,2020-05-15,2020-06-08,60f09762
Kulturschaffende,Musik,9500,1100,Ausbezahlt,2020-05-15,2020-09-29,1027b911
Kulturunternehmen gewinnorientiert,Film,86600,2600,Ausbezahlt,2020-05-15,2020-10-21,ab3de2dc
Kulturschaffende,Musik,1700,0,Ausbezahlt,2020-05-15,2020-10-08,c8ad2c77
Kulturschaffende,Musik,94200,31000,Ausbezahlt,2020-05-15,2020-10-08,013e69d4
Kulturschaffende,Musik,800,500,Ausbezahlt,2020-05-15,2020-10-08,d3386c4f
Kulturunternehmen gemeinnützig,Musik,17900,35700,Ausbezahlt,2020-05-15,2020-11-17,9fd9a377
Kulturunternehmen gewinnorientiert,Film,11300,NA,Ablehnung,2020-05-15,2020-07-21,e10dc049
Kulturunternehmen gewinnorientiert,Tanz/Theater,972000,464800,Ausbezahlt,2020-05-15,2020-09-22,9ff4f4c9
Kulturschaffende,Design,18600,0,Ausbezahlt,2020-05-15,2020-11-24,74853314
Kulturschaffende,Bereichsübergreifend,7200,700,Ausbezahlt,2020-05-15,2020-06-23,bcce8e19
Kulturschaffende,Musik,76500,19400,Ausbezahlt,2020-05-15,2020-10-08,325c051e
Kulturschaffende,Tanz/Theater,9000,5000,Ausbezahlt,2020-05-15,2020-09-29,444c34cf
Kulturschaffende,Bereichsübergreifend,13000,1800,Ausbezahlt,2020-05-15,2020-09-29,9914705e
Kulturschaffende,Bildende Kunst,3000,NA,Ablehnung,2020-05-15,2020-08-18,ccee4c54
Kulturschaffende,Musik,2300,0,Ausbezahlt,2020-05-15,2020-10-07,c8ad2c77
Kulturschaffende,Musik,1400,0,Ausbezahlt,2020-05-15,2020-10-07,c8ad2c77
Kulturschaffende,Musik,600,0,Ausbezahlt,2020-05-15,2020-10-07,c8ad2c77
Kulturschaffende,Musik,9300,1600,Ausbezahlt,2020-05-14,2020-10-20,d105382f
Kulturschaffende,Musik,6100,4500,Ausbezahlt,2020-05-14,2020-09-29,6e2c46e5
Kulturschaffende,Musik,9400,1600,Ausbezahlt,2020-05-14,2020-09-29,998f7474
Kulturschaffende,Musik,18400,8000,Ausbezahlt,2020-05-14,2020-09-17,ae6fe20a
Kulturschaffende,Musik,41100,18000,Ausbezahlt,2020-05-17,2020-10-21,b5ef7bb0
Kulturschaffende,Musik,8200,0,Ausbezahlt,2020-05-17,2020-10-20,b7d656b3
Kulturschaffende,Musik,2500,NA,Ablehnung,2020-05-14,2020-06-16,20d09692
Kulturschaffende,Musik,10200,3800,Ausbezahlt,2020-05-14,2020-10-07,c349446c
Kulturschaffende,Musik,10200,3500,Ausbezahlt,2020-05-14,2020-09-29,03d20d53
Kulturschaffende,Bereichsübergreifend,5100,0,Ausbezahlt,2020-05-14,2020-09-22,50959011
Kulturunternehmen gemeinnützig,Bildende Kunst,33800,19600,Ausbezahlt,2020-05-14,2020-10-07,a4e46c8f
Kulturschaffende,Musik,700,0,Ausbezahlt,2020-05-15,2020-10-08,c8ad2c77
Kulturschaffende,Tanz/Theater,2000,100,Ausbezahlt,2020-05-14,2020-09-29,8daca983
Kulturunternehmen gewinnorientiert,Kino,267600,232400,Ausbezahlt,2020-05-14,2020-10-14,e2991aac
Kulturschaffende,Tanz/Theater,200,400,Ausbezahlt,2020-05-14,2020-09-29,59f2a203
Kulturschaffende,Tanz/Theater,4400,0,Ausbezahlt,2020-05-14,2020-09-29,6c3a58e5
Kulturunternehmen gemeinnützig,Bildende Kunst,60000,34600,Ausbezahlt,2020-05-14,2020-09-22,ccdf3755
Kulturschaffende,Musik,800,0,Ausbezahlt,2020-05-14,2020-10-07,c8ad2c77
Kulturschaffende,Musik,400,4000,Ausbezahlt,2020-05-14,2020-10-07,c8ad2c77
Kulturschaffende,Bereichsübergreifend,13200,3100,Ausbezahlt,2020-05-14,2020-09-29,7a13cd8a
Kulturunternehmen gemeinnützig,Musik,16500,0,Ausbezahlt,2020-05-14,2020-10-07,1d3f4beb
Kulturschaffende,Design,12000,2900,Ausbezahlt,2020-05-14,2020-10-07,d6de67f5
Kulturschaffende,Bereichsübergreifend,11000,2100,Ausbezahlt,2020-05-14,2020-09-29,2af972bf
Kulturschaffende,Musik,56200,32300,Ausbezahlt,2020-05-14,2020-09-10,9635976f
Kulturschaffende,Musik,1400,0,Ausbezahlt,2020-05-14,2020-09-29,d1ffec93
Kulturunternehmen gewinnorientiert,Musik,26800,4900,Ausbezahlt,2020-05-14,2020-09-22,e904a63c
Kulturschaffende,Musik,40800,12600,Ausbezahlt,2020-05-14,2020-11-10,50148dc6
Kulturschaffende,Musik,5000,NA,Ablehnung,2020-05-14,2020-06-16,42e817b0
Kulturschaffende,Musik,24700,0,Ausbezahlt,2020-05-14,2020-09-17,d4a4d282
Kulturunternehmen gemeinnützig,Musik,145500,83200,Ausbezahlt,2020-05-14,2020-09-03,047d2e02
Kulturunternehmen gewinnorientiert,Musik,104100,81900,Ausbezahlt,2020-05-14,2020-09-03,ae568635
Kulturschaffende,Musik,9700,5800,Ausbezahlt,2020-05-14,2020-09-17,76db42d5
Kulturunternehmen gewinnorientiert,Musik,15700,1300,Ausbezahlt,2020-05-14,2020-09-22,fb3a94f8
Kulturschaffende,Musik,1700,5400,Ausbezahlt,2020-05-13,2020-09-17,3c66ed5c
Kulturschaffende,Musik,1000,3400,Ausbezahlt,2020-05-13,2020-09-10,3d0e7441
Kulturunternehmen gewinnorientiert,Musik,6500,NA,Ablehnung,2020-05-13,2020-06-23,c86c34c6
Kulturunternehmen gewinnorientiert,Kino,59700,31100,Ausbezahlt,2020-05-13,2020-11-25,51ab96ca
Kulturschaffende,Musik,4700,4200,Ausbezahlt,2020-05-13,2020-09-17,8fbd618a
Kulturschaffende,Musik,3400,1600,Ausbezahlt,2020-05-13,2020-09-17,dbe791d9
Kulturschaffende,Tanz/Theater,381100,66000,Ausbezahlt,2020-05-13,2020-09-22,400eee5e
Kulturschaffende,Tanz/Theater,12300,1100,Ausbezahlt,2020-05-13,2020-10-20,78c1f21d
Kulturunternehmen gewinnorientiert,Musik,129900,38700,Ausbezahlt,2020-05-13,2020-09-03,4d170a28
Kulturschaffende,Bildende Kunst,3200,NA,Ablehnung,2020-05-13,2020-08-18,3018c9de
Kulturunternehmen gemeinnützig,Kino,7400,6600,Ausbezahlt,2020-05-13,2020-10-14,4a16b019
Kulturschaffende,Musik,4200,NA,Ablehnung,2020-05-13,2020-06-29,26705f77
Kulturunternehmen gewinnorientiert,Tanz/Theater,15700,1100,Ausbezahlt,2020-05-13,2020-11-04,7e045497
Kulturunternehmen gemeinnützig,Tanz/Theater,55500,36800,Ausbezahlt,2020-05-13,2020-09-17,7cc2f1b0
Kulturschaffende,Musik,1300,NA,Ablehnung,2020-05-13,2020-06-23,864a4c39
Kulturschaffende,Musik,13400,2000,Ausbezahlt,2020-05-13,2020-09-22,d2376eaa
Kulturschaffende,Musik,6100,2100,Ausbezahlt,2020-05-13,2020-09-17,3c91b711
Kulturschaffende,Bereichsübergreifend,12000,8800,Ausbezahlt,2020-05-12,2020-09-29,7c30f268
Kulturschaffende,Musik,100,0,Ausbezahlt,2020-05-13,2020-09-10,3d947842
Kulturschaffende,Bereichsübergreifend,40100,1700,Ausbezahlt,2020-05-13,2020-10-27,02e4e29d
Kulturschaffende,Musik,95800,44000,Ausbezahlt,2020-05-13,2020-09-03,e5835d3f
Kulturschaffende,Musik,22100,14800,Ausbezahlt,2020-05-13,2020-09-10,fa24c208
Kulturschaffende,Literatur,3000,700,Ausbezahlt,2020-05-13,2020-09-29,b300fcc4
Kulturschaffende,Musik,3700,NA,Ablehnung,2020-05-13,2020-06-23,78f1f575
Kulturunternehmen gemeinnützig,Tanz/Theater,28200,8200,Ausbezahlt,2020-05-13,2020-10-07,ec5fa7b8
Kulturschaffende,Musik,400,0,Ausbezahlt,2020-05-13,2020-09-21,a27f636b
Kulturschaffende,Musik,10600,8400,Ausbezahlt,2020-05-13,2020-09-10,902481dc
Kulturunternehmen gemeinnützig,Bereichsübergreifend,2500,NA,Ablehnung,2020-05-13,2020-06-16,d6efa735
Kulturschaffende,Bereichsübergreifend,14500,6400,Ausbezahlt,2020-05-12,2020-09-10,524bfe10
Kulturschaffende,Musik,3500,NA,Ablehnung,2020-05-12,2020-06-16,e22ca1b8
Kulturunternehmen gemeinnützig,Tanz/Theater,18500,14400,Ausbezahlt,2020-05-12,2020-10-07,89560948
Kulturschaffende,Literatur,11900,600,Ausbezahlt,2020-05-12,2020-09-10,b6d2c5fe
Kulturunternehmen gemeinnützig,Musik,24600,19800,Ausbezahlt,2020-05-12,2020-09-10,8ed2494e
Kulturschaffende,Musik,5300,3300,Ausbezahlt,2020-05-12,2020-09-10,8a1a4c77
Kulturschaffende,Musik,6200,4100,Ausbezahlt,2020-05-12,2020-09-29,e73a8e9f
Kulturschaffende,Bereichsübergreifend,3000,3400,Ausbezahlt,2020-05-12,2020-09-22,062ffbb0
Kulturunternehmen gewinnorientiert,Musik,38900,34100,Ausbezahlt,2020-05-06,2020-10-26,ca09b501
Kulturschaffende,Musik,7700,4200,Ausbezahlt,2020-05-05,2020-09-21,47c8a3bd
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,330000,NA,Ablehnung,2020-05-05,2020-09-03,f4f921a4
Kulturschaffende,Bildende Kunst,11000,2600,Ausbezahlt,2020-05-05,2020-09-21,3eef5c35
Kulturschaffende,Musik,1800,NA,Ablehnung,2020-05-05,2020-06-16,316522bc
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,440000,NA,Ablehnung,2020-05-05,2020-09-03,924e9ed3
Kulturunternehmen gewinnorientiert,Musik,39900,24000,Ausbezahlt,2020-05-05,2020-09-21,3e2eaed2
Kulturschaffende,Musik,51500,21200,Ausbezahlt,2020-05-05,2020-10-14,d2b2ac58
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,117600,112000,Ausbezahlt,2020-05-05,2020-10-07,5a2e707e
Kulturschaffende,Musik,800,0,Ausbezahlt,2020-05-05,2020-07-21,68b17849
Kulturunternehmen gemeinnützig,Bildende Kunst,9100,NA,Ablehnung,2020-05-05,2020-08-18,81f062e9
Kulturschaffende,Musik,7300,2000,Ausbezahlt,2020-05-05,2020-07-10,5f372c82
Kulturschaffende,Literatur,15000,0,Ausbezahlt,2020-05-05,2020-09-21,1352b330
Kulturschaffende,Literatur,14300,2400,Ausbezahlt,2020-05-05,2020-09-17,4ae2d16a
Kulturschaffende,Musik,7200,2500,Ausbezahlt,2020-05-05,2020-10-14,6d0725d2
Kulturschaffende,Tanz/Theater,94300,58200,Ausbezahlt,2020-05-05,2020-09-21,d4e911b7
Kulturschaffende,Bildende Kunst,4400,NA,Ablehnung,2020-05-05,2020-06-16,0889ed41
Kulturschaffende,Musik,4100,1000,Ausbezahlt,2020-05-05,2020-10-14,e5aa93f0
Kulturschaffende,Musik,18400,11300,Ausbezahlt,2020-05-05,2020-09-17,0cda2802
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,93200,10400,Ausbezahlt,2020-05-05,2020-09-15,a57fe6dd
Kulturunternehmen gemeinnützig,Musik,175600,33300,Ausbezahlt,2020-05-05,2020-09-09,c8df4569
Kulturschaffende,Musik,13300,NA,Ablehnung,2020-05-05,2020-06-16,20d09692
Kulturunternehmen gemeinnützig,Bildende Kunst,214800,123700,Ausbezahlt,2020-05-05,2020-09-29,d13df1b4
Kulturunternehmen gemeinnützig,Tanz/Theater,115700,92500,Ausbezahlt,2020-05-05,2020-08-18,4e1a3e86
Kulturschaffende,Film,19100,NA,Ablehnung,2020-05-05,2020-06-29,f43f77b2
Kulturschaffende,Film,9100,5800,Ausbezahlt,2020-05-05,2020-10-27,49d971e2
Kulturunternehmen gewinnorientiert,Musik,1122000,501300,Ausbezahlt,2020-05-04,2020-11-24,3b34b560
Kulturschaffende,Tanz/Theater,11400,NA,Ablehnung,2020-05-04,2020-08-18,a5d2749f
